year,region,disease,dalys_millions,global_dalys_millions
2024,Middle East,Kidney disease,3.59,50.0
2024,Africa,Kidney disease,11.42,50.0
2024,Latin America,Kidney disease,3.54,50.0
2024,Oceania,Kidney disease,0.55,50.0
2025,North America,Kidney disease,2.4,51.5
2025,Western Europe,Kidney disease,2.99,51.5
2025,Eastern Europe,Kidney disease,2.04,51.5
2025,China,Kidney disease,10.15,51.5
2025,India,Kidney disease,11.07,51.5
2025,Southeast Asia,Kidney disease,5.42,51.5
2025,Middle East,Kidney disease,3.49,51.5
2025,Africa,Kidney disease,11.03,51.5
2025,Latin America,Kidney disease,3.49,51.5
2025,Oceania,Kidney disease,0.5,51.5
2026,North America,Kidney disease,2.81,53.0
2026,Western Europe,Kidney disease,3.15,53.0
2026,Eastern Europe,Kidney disease,2.11,53.0
2026,China,Kidney disease,9.84,53.0
2026,India,Kidney disease,9.92,53.0
2026,Southeast Asia,Kidney disease,5.31,53.0
2026,Middle East,Kidney disease,3.55,53.0
2026,Africa,Kidney disease,11.52,53.0
2026,Latin America,Kidney disease,3.62,53.0
2026,Oceania,Kidney disease,0.52,53.0
2010,North America,Liver disease,2.27,45.0
2010,Western Europe,Liver disease,2.72,45.0
2010,Eastern Europe,Liver disease,1.78,45.0
2010,China,Liver disease,8.22,45.0
2010,India,Liver disease,8.69,45.0
2010,Southeast Asia,Liver disease,4.62,45.0
2010,Middle East,Liver disease,3.12,45.0
2010,Africa,Liver disease,9.71,45.0
2010,Latin America,Liver disease,3.05,45.0
2010,Oceania,Liver disease,0.45,45.0
2011,North America,Liver disease,2.42,45.0
2011,Western Europe,Liver disease,2.69,45.0
2011,Eastern Europe,Liver disease,1.72,45.0
2011,China,Liver disease,8.4,45.0
2011,India,Liver disease,8.83,45.0
2011,Southeast Asia,Liver disease,4.55,45.0
2011,Middle East,Liver disease,3.07,45.0
2011,Africa,Liver disease,10.42,45.0
2011,Latin America,Liver disease,3.08,45.0
2011,Oceania,Liver disease,0.48,45.0
2012,North America,Liver disease,2.16,45.0
2012,Western Europe,Liver disease,2.67,45.0
2012,Eastern Europe,Liver disease,1.9,45.0
2012,China,Liver disease,8.15,45.0
2012,India,Liver disease,9.86,45.0
2012,Southeast Asia,Liver disease,4.45,45.0
2012,Middle East,Liver disease,3.18,45.0
2012,Africa,Liver disease,10.68,45.0
2012,Latin America,Liver disease,2.96,45.0
2012,Oceania,Liver disease,0.42,45.0
2013,North America,Liver disease,2.18,45.0
2013,Western Europe,Liver disease,2.79,45.0
2013,Eastern Europe,Liver disease,1.69,45.0
2013,China,Liver disease,8.3,45.0
2013,India,Liver disease,9.19,45.0
2013,Southeast Asia,Liver disease,4.88,45.0
2013,Middle East,Liver disease,3.28,45.0
2013,Africa,Liver disease,10.05,45.0
2013,Latin America,Liver disease,3.33,45.0
2013,Oceania,Liver disease,0.46,45.0
2014,North America,Liver disease,2.21,45.0
2014,Western Europe,Liver disease,2.58,45.0
2014,Eastern Europe,Liver disease,1.76,45.0
2014,China,Liver disease,8.09,45.0
2014,India,Liver disease,9.06,45.0
2014,Southeast Asia,Liver disease,4.13,45.0
2014,Middle East,Liver disease,3.12,45.0
2014,Africa,Liver disease,9.91,45.0
2014,Latin America,Liver disease,3.22,45.0
2014,Oceania,Liver disease,0.48,45.0
2015,North America,Liver disease,2.27,45.0
2015,Western Europe,Liver disease,2.6,45.0
2015,Eastern Europe,Liver disease,1.67,45.0
2015,China,Liver disease,8.33,45.0
2015,India,Liver disease,8.69,45.0
2015,Southeast Asia,Liver disease,4.66,45.0
2015,Middle East,Liver disease,3.33,45.0
2015,Africa,Liver disease,9.31,45.0
2015,Latin America,Liver disease,3.22,45.0
2015,Oceania,Liver disease,0.47,45.0
2016,North America,Liver disease,2.33,44.8
2016,Western Europe,Liver disease,2.47,44.8
2016,Eastern Europe,Liver disease,1.73,44.8
2016,China,Liver disease,7.65,44.8
2016,India,Liver disease,9.14,44.8
2016,Southeast Asia,Liver disease,4.55,44.8
2016,Middle East,Liver disease,2.81,44.8
2016,Africa,Liver disease,9.73,44.8
2016,Latin America,Liver disease,3.23,44.8
2016,Oceania,Liver disease,0.45,44.8
2017,North America,Liver disease,2.24,44.5
2017,Western Europe,Liver disease,2.63,44.5
2017,Eastern Europe,Liver disease,1.71,44.5
2017,China,Liver disease,8.0,44.5
2017,India,Liver disease,8.92,44.5
2017,Southeast Asia,Liver disease,4.56,44.5
2017,Middle East,Liver disease,3.2,44.5
2017,Africa,Liver disease,9.82,44.5
2017,Latin America,Liver disease,3.25,44.5
2017,Oceania,Liver disease,0.44,44.5
2018,North America,Liver disease,2.09,44.2
2018,Western Europe,Liver disease,2.71,44.2
2018,Eastern Europe,Liver disease,1.78,44.2
2018,China,Liver disease,8.12,44.2
2018,India,Liver disease,8.41,44.2
2018,Southeast Asia,Liver disease,4.75,44.2
2018,Middle East,Liver disease,3.19,44.2
2018,Africa,Liver disease,9.62,44.2
2018,Latin America,Liver disease,2.98,44.2
2018,Oceania,Liver disease,0.46,44.2
2019,North America,Liver disease,2.11,44.0
2019,Western Europe,Liver disease,2.89,44.0
2019,Eastern Europe,Liver disease,1.72,44.0
2019,China,Liver disease,8.48,44.0
2019,India,Liver disease,8.74,44.0
2019,Southeast Asia,Liver disease,4.69,44.0
2019,Middle East,Liver disease,2.99,44.0
2019,Africa,Liver disease,9.69,44.0
2019,Latin America,Liver disease,3.18,44.0
2019,Oceania,Liver disease,0.45,44.0
2020,North America,Liver disease,2.38,45.5
2020,Western Europe,Liver disease,2.68,45.5
2020,Eastern Europe,Liver disease,1.83,45.5
2020,China,Liver disease,8.61,45.5
2020,India,Liver disease,8.85,45.5
2020,Southeast Asia,Liver disease,4.66,45.5
2020,Middle East,Liver disease,3.16,45.5
2020,Africa,Liver disease,10.09,45.5
2020,Latin America,Liver disease,3.2,45.5
2020,Oceania,Liver disease,0.44,45.5
2021,North America,Liver disease,2.33,47.0
2021,Western Europe,Liver disease,2.84,47.0
2021,Eastern Europe,Liver disease,1.87,47.0
2021,China,Liver disease,9.01,47.0
2021,India,Liver disease,9.79,47.0
2021,Southeast Asia,Liver disease,4.75,47.0
2021,Middle East,Liver disease,3.19,47.0
2021,Africa,Liver disease,10.0,47.0
2021,Latin America,Liver disease,3.56,47.0
2021,Oceania,Liver disease,0.45,47.0
2022,North America,Liver disease,2.36,47.0
2022,Western Europe,Liver disease,2.86,47.0
2022,Eastern Europe,Liver disease,1.86,47.0
2022,China,Liver disease,8.13,47.0
2022,India,Liver disease,9.11,47.0
2022,Southeast Asia,Liver disease,4.6,47.0
2022,Middle East,Liver disease,3.2,47.0
2022,Africa,Liver disease,10.9,47.0
2022,Latin America,Liver disease,3.29,47.0
2022,Oceania,Liver disease,0.46,47.0
2023,North America,Liver disease,2.36,47.0
2023,Western Europe,Liver disease,2.9,47.0
2023,Eastern Europe,Liver disease,1.85,47.0
2023,China,Liver disease,8.77,47.0
2023,India,Liver disease,8.93,47.0
2023,Southeast Asia,Liver disease,4.93,47.0
2023,Middle East,Liver disease,3.29,47.0
2023,Africa,Liver disease,10.32,47.0
2023,Latin America,Liver disease,3.2,47.0
2023,Oceania,Liver disease,0.45,47.0
2024,North America,Liver disease,2.2,47.0
2024,Western Europe,Liver disease,2.74,47.0
2024,Eastern Europe,Liver disease,1.92,47.0
2024,China,Liver disease,8.14,47.0
2024,India,Liver disease,8.84,47.0
2024,Southeast Asia,Liver disease,4.53,47.0
2024,Middle East,Liver disease,3.24,47.0
2024,Africa,Liver disease,10.2,47.0
2024,Latin America,Liver disease,3.27,47.0
2024,Oceania,Liver disease,0.49,47.0
2025,North America,Liver disease,2.47,47.0
2025,Western Europe,Liver disease,3.06,47.0
2025,Eastern Europe,Liver disease,1.76,47.0
2025,China,Liver disease,8.18,47.0
2025,India,Liver disease,9.67,47.0
2025,Southeast Asia,Liver disease,4.62,47.0
2025,Middle East,Liver disease,3.41,47.0
2025,Africa,Liver disease,10.43,47.0
2025,Latin America,Liver disease,3.5,47.0
2025,Oceania,Liver disease,0.49,47.0
2026,North America,Liver disease,2.45,47.0
2026,Western Europe,Liver disease,2.77,47.0
2026,Eastern Europe,Liver disease,1.87,47.0
2026,China,Liver disease,8.36,47.0
2026,India,Liver disease,8.85,47.0
2026,Southeast Asia,Liver disease,4.98,47.0
2026,Middle East,Liver disease,3.39,47.0
2026,Africa,Liver disease,10.2,47.0
2026,Latin America,Liver disease,3.47,47.0
2026,Oceania,Liver disease,0.46,47.0
2010,North America,Stroke,6.04,130.0
2010,Western Europe,Stroke,8.12,130.0
2010,Eastern Europe,Stroke,4.94,130.0
2010,China,Stroke,23.22,130.0
2010,India,Stroke,26.22,130.0
2010,Southeast Asia,Stroke,13.2,130.0
2010,Middle East,Stroke,9.41,130.0
2010,Africa,Stroke,29.27,130.0
2010,Latin America,Stroke,9.3,130.0
2010,Oceania,Stroke,1.26,130.0
2011,North America,Stroke,6.63,131.0
2011,Western Europe,Stroke,7.4,131.0
2011,Eastern Europe,Stroke,5.58,131.0
2011,China,Stroke,22.29,131.0
2011,India,Stroke,25.84,131.0
2011,Southeast Asia,Stroke,12.43,131.0
2011,Middle East,Stroke,8.91,131.0
2011,Africa,Stroke,28.84,131.0
2011,Latin America,Stroke,8.98,131.0
2011,Oceania,Stroke,1.37,131.0
2012,North America,Stroke,6.66,132.0
2012,Western Europe,Stroke,7.77,132.0
2012,Eastern Europe,Stroke,5.25,132.0
2012,China,Stroke,24.95,132.0
2012,India,Stroke,27.38,132.0
2012,Southeast Asia,Stroke,12.61,132.0
2012,Middle East,Stroke,8.99,132.0
2012,Africa,Stroke,29.6,132.0
2012,Latin America,Stroke,9.37,132.0
2012,Oceania,Stroke,1.27,132.0
2013,North America,Stroke,6.85,133.0
2013,Western Europe,Stroke,7.7,133.0
2013,Eastern Europe,Stroke,5.6,133.0
2013,China,Stroke,24.45,133.0
2013,India,Stroke,25.42,133.0
2013,Southeast Asia,Stroke,13.02,133.0
2013,Middle East,Stroke,9.11,133.0
2013,Africa,Stroke,29.45,133.0
2013,Latin America,Stroke,9.23,133.0
2013,Oceania,Stroke,1.27,133.0
2014,North America,Stroke,6.34,134.0
2014,Western Europe,Stroke,8.22,134.0
2014,Eastern Europe,Stroke,5.42,134.0
2014,China,Stroke,24.22,134.0
2014,India,Stroke,27.09,134.0
2014,Southeast Asia,Stroke,13.07,134.0
2014,Middle East,Stroke,9.45,134.0
2014,Africa,Stroke,32.63,134.0
2014,Latin America,Stroke,9.83,134.0
2014,Oceania,Stroke,1.32,134.0
2015,North America,Stroke,6.61,135.0
2015,Western Europe,Stroke,7.22,135.0
2015,Eastern Europe,Stroke,5.64,135.0
2015,China,Stroke,25.08,135.0
2015,India,Stroke,26.42,135.0
2015,Southeast Asia,Stroke,12.75,135.0
2015,Middle East,Stroke,9.02,135.0
2015,Africa,Stroke,30.23,135.0
2015,Latin America,Stroke,9.42,135.0
2015,Oceania,Stroke,1.39,135.0
2016,North America,Stroke,6.87,137.0
2016,Western Europe,Stroke,8.54,137.0
2016,Eastern Europe,Stroke,5.56,137.0
2016,China,Stroke,25.49,137.0
2016,India,Stroke,25.2,137.0
2016,Southeast Asia,Stroke,13.04,137.0
2016,Middle East,Stroke,9.45,137.0
2016,Africa,Stroke,31.47,137.0
2016,Latin America,Stroke,10.34,137.0
2016,Oceania,Stroke,1.36,137.0
2017,North America,Stroke,6.78,139.0
2017,Western Europe,Stroke,7.71,139.0
2017,Eastern Europe,Stroke,5.76,139.0
2017,China,Stroke,24.48,139.0
2017,India,Stroke,31.29,139.0
2017,Southeast Asia,Stroke,13.49,139.0
2017,Middle East,Stroke,10.58,139.0
2017,Africa,Stroke,31.51,139.0
2017,Latin America,Stroke,9.34,139.0
2017,Oceania,Stroke,1.4,139.0
2018,North America,Stroke,7.27,141.0
2018,Western Europe,Stroke,8.38,141.0
2018,Eastern Europe,Stroke,5.83,141.0
2018,China,Stroke,26.22,141.0
2018,India,Stroke,28.88,141.0
2018,Southeast Asia,Stroke,14.09,141.0
2018,Middle East,Stroke,9.42,141.0
2018,Africa,Stroke,30.92,141.0
2018,Latin America,Stroke,9.94,141.0
2018,Oceania,Stroke,1.31,141.0
2019,North America,Stroke,7.2,143.0
2019,Western Europe,Stroke,8.55,143.0
2019,Eastern Europe,Stroke,5.43,143.0
2019,China,Stroke,25.4,143.0
2019,India,Stroke,28.25,143.0
2019,Southeast Asia,Stroke,15.45,143.0
2019,Middle East,Stroke,10.1,143.0
2019,Africa,Stroke,32.79,143.0
2019,Latin America,Stroke,9.96,143.0
2019,Oceania,Stroke,1.33,143.0
2020,North America,Stroke,7.6,148.0
2020,Western Europe,Stroke,8.65,148.0
2020,Eastern Europe,Stroke,5.84,148.0
2020,China,Stroke,25.54,148.0
2020,India,Stroke,29.69,148.0
2020,Southeast Asia,Stroke,15.44,148.0
2020,Middle East,Stroke,10.75,148.0
2020,Africa,Stroke,34.69,148.0
2020,Latin America,Stroke,11.1,148.0
2020,Oceania,Stroke,1.36,148.0
2021,North America,Stroke,7.29,153.0
2021,Western Europe,Stroke,8.54,153.0
2021,Eastern Europe,Stroke,6.28,153.0
2021,China,Stroke,26.79,153.0
2021,India,Stroke,30.01,153.0
2021,Southeast Asia,Stroke,15.17,153.0
2021,Middle East,Stroke,10.88,153.0
2021,Africa,Stroke,31.72,153.0
2021,Latin America,Stroke,10.18,153.0
2021,Oceania,Stroke,1.53,153.0
2022,North America,Stroke,8.11,154.7
2022,Western Europe,Stroke,9.27,154.7
2022,Eastern Europe,Stroke,5.99,154.7
2022,China,Stroke,25.55,154.7
2022,India,Stroke,32.13,154.7
2022,Southeast Asia,Stroke,15.02,154.7
2022,Middle East,Stroke,10.34,154.7
2022,Africa,Stroke,31.77,154.7
2022,Latin America,Stroke,10.22,154.7
2022,Oceania,Stroke,1.49,154.7
2023,North America,Stroke,7.74,156.3
2023,Western Europe,Stroke,8.94,156.3
2023,Eastern Europe,Stroke,6.3,156.3
2023,China,Stroke,27.86,156.3
2023,India,Stroke,34.17,156.3
2023,Southeast Asia,Stroke,14.6,156.3
2023,Middle East,Stroke,11.01,156.3
2023,Africa,Stroke,34.63,156.3
2023,Latin America,Stroke,10.5,156.3
2023,Oceania,Stroke,1.57,156.3
2024,North America,Stroke,8.15,158.0
2024,Western Europe,Stroke,9.52,158.0
2024,Eastern Europe,Stroke,6.68,158.0
2024,China,Stroke,26.07,158.0
2024,India,Stroke,30.55,158.0
2024,Southeast Asia,Stroke,16.76,158.0
2024,Middle East,Stroke,11.47,158.0
2024,Africa,Stroke,35.52,158.0
2024,Latin America,Stroke,11.62,158.0
2024,Oceania,Stroke,1.46,158.0
2025,North America,Stroke,8.26,160.0
2025,Western Europe,Stroke,10.02,160.0
2025,Eastern Europe,Stroke,6.23,160.0
2025,China,Stroke,31.99,160.0
2025,India,Stroke,32.25,160.0
2025,Southeast Asia,Stroke,14.66,160.0
2025,Middle East,Stroke,11.37,160.0
2025,Africa,Stroke,34.2,160.0
2025,Latin America,Stroke,11.73,160.0
2025,Oceania,Stroke,1.64,160.0
2026,North America,Stroke,7.91,162.0
2026,Western Europe,Stroke,10.32,162.0
2026,Eastern Europe,Stroke,6.73,162.0
2026,China,Stroke,28.21,162.0
2026,India,Stroke,32.2,162.0
2026,Southeast Asia,Stroke,16.54,162.0
2026,Middle East,Stroke,11.18,162.0
2026,Africa,Stroke,35.17,162.0
2026,Latin America,Stroke,11.36,162.0
2026,Oceania,Stroke,1.55,162.0
